titre,prix,ville,surface,chambres,salle_de_bain,lien
Elégant Studio à vendre 57 m² à Marrakech,1 482 000,"Appartements dans Marrakech, Guéliz",57,1 chambre,1 sdb,https://www.avito.ma/fr/gu%C3%A9liz/appartements/El%C3%A9gant_Studio_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Marrakech_57638397.htm
Appartement à vendre 70 m² à Oujda,260 000,"Appartements dans Oujda, Route Jerada",70,2 chambres,1 sdb,https://www.avito.ma/fr/route_jerada/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Oujda_57755446.htm
Appartement Neuf de 138 m² à Harhoura,2 200 000,"Appartements dans Temara, Harhoura",138,2 chambres,2 sdbs,https://www.avito.ma/fr/harhoura/appartements/Appartement_Neuf_de_138_m%C2%B2_%C3%A0_Harhoura_57756712.htm
Appartement à vendre 154 m² à Marrakech,2 475 000,"Appartements dans Marrakech, Route de Casablanca",154,3 chambres,3 sdbs,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_154_m%C2%B2_%C3%A0_Marrakech_57804075.htm
Jnane Oulmes,494 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/cxs?utm_source=avito_integration&utm_medium=listing_integration
Appartement à vendre 3 chambres à Moulay Youssef 119 m²,3 000 000,"Appartements dans Casablanca, Moulay Youssef",119,3 chambres,2 sdbs,https://www.avito.ma/fr/moulay_youssef/appartements/Appartement_%C3%A0_vendre_3_chambres_%C3%A0_Moulay_Youssef_119_m%C2%B2_57303291.htm
Appartement à vendre 105 m² hay el andalos,370 000,"Appartements dans Oujda, Andalous",105,3 chambres,2 sdbs,https://www.avito.ma/fr/andalous/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_hay_el_andalos_57755280.htm
Appartement Neuf Badiae côté école L'esav,850 000,"Appartements dans Marrakech, Allal El Fassi",62,2 chambres,1 sdb,https://www.avito.ma/fr/allal_el_fassi/appartements/Appartement_Neuf_Badiae_c%C3%B4t%C3%A9_%C3%A9cole_L_esav_57639180.htm
Appartement Haut standing à vendre / piscine,1 900 000,"Appartements dans Marrakech, Ain Mezouar",100,3 chambres,2 sdbs,https://www.avito.ma/fr/ain_mezouar/appartements/Appartement_Haut_standing_%C3%A0_vendre___piscine_57824629.htm
Appartement 3 chambres à Mimosas Prix imbattable,820 000,"Appartements dans Kénitra, Mimosas",106,3 chambres,2 sdbs,https://www.avito.ma/fr/mimosas/appartements/Appartement_3_chambres_%C3%A0_Mimosas_Prix_imbattable_45758846.htm
Appart meublé 2ch salon balcon 91m2 à vendre La Gironde,950 000,"Appartements dans Casablanca, La Gironde",91,2 chambres,2 sdbs,https://www.avito.ma/fr/la_gironde/appartements/Appart_meubl%C3%A9_2ch_salon_balcon_91m2_%C3%A0_vendre_La_Gironde_57823689.htm
Appartement 120 millions,1 200 000,"Appartements dans Rabat, Riyad Extension",76,2 chambres,2 sdbs,https://www.avito.ma/fr/riyad_extension/appartements/Appartement_120_millions_57807485.htm
Appart HS 3ch sal terse 127m2 à vendre Mers sultan,1 400 000,"Appartements dans Casablanca, Mers Sultan",127,3 chambres,2 sdbs,https://www.avito.ma/fr/mers_sultan/appartements/Appart_HS_3ch_sal_terse_127m2_%C3%A0_vendre_Mers_sultan_57601103.htm
Sidi Abderahmane,738 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/bep?utm_source=avito_integration&utm_medium=listing_integration
Appartement à vendre à Casablanca Arrahma,580 000,"Appartements dans Casablanca, Errahma",67,2 chambres,2 sdbs,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca_Arrahma_57707716.htm
Appartement à vendre à Temara,1 200 000,"Appartements dans Rabat, Autre secteur",107,3 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_Temara_57812272.htm
Appartement à vendre 105 m² El Andalous,370 000,"Appartements dans Oujda, Andalous",105,2 chambres,2 sdbs,https://www.avito.ma/fr/andalous/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_El_Andalous_57755402.htm
Appartement à vendre 65 m Mdiq 4 min à pied plage,480 000,"Appartements dans Mdiq, Toute la ville",60,2 chambres,1 sdb,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_65_m_Mdiq_4_min_%C3%A0_pied_plage_57822237.htm
Appt à ne pas rater,590 000,"Appartements dans Fès, Route Ain Chkaf",100,2 chambres,1 sdb,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appt_%C3%A0_ne_pas_rater_57132071.htm
Appartement à vendre 130 m² à plage des nations,1 850 000,"Appartements dans Sidi Bouknadel, Toute la ville",130,2 chambres,2 sdbs,https://www.avito.ma/fr/sidi_bouknadel/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_plage_des_nations_56055121.htm
Appartement à vendre 110 m² à Casablanca,1 700 000,"Appartements dans Casablanca, 2 Mars",110,3 chambres,2 sdbs,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_57775489.htm
Superbe Appart à vendre à Ain Diab Extension,4 000 000,"Appartements dans Casablanca, Aïn Diab",189,3 chambres,2 sdbs,https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Superbe_Appart_%C3%A0_vendre_%C3%A0_Ain_Diab_Extension_57770131.htm
LA ROCHELLE,1 742 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/4wA?utm_source=avito_integration&utm_medium=listing_integration
Appartement à vendre 100 m² à Tétouan,1 245 000,"Appartements dans Tétouan, Autre secteur",110,3 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_T%C3%A9touan_57616531.htm
Appartement à vendre pas de semsar,600 000,"Appartements dans Mohammedia, Nassim",70,2 chambres,1 sdb,https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_pas_de_semsar_57773761.htm
Appartement à vendre Bourgogne,1 200 000,"Appartements dans Casablanca, Bourgogne",90,2 chambres,2 sdbs,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_Bourgogne_57697496.htm
Résidence Eden Palace,1 250 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/H0M?utm_source=avito_integration&utm_medium=listing_integration
Appart 3ch 2sa blc 150m2 à vendre 2Mars,2 200 000,"Appartements dans Casablanca, 2 Mars",150,3 chambres,2 sdbs,https://www.avito.ma/fr/2_mars/appartements/Appart_3ch_2sa_blc_150m2_%C3%A0_vendre_2Mars_56889308.htm
Spacieux appartement à vendre meublé,1 350 000,"Appartements dans Marrakech, Victor Hugo",54,1 chambre,1 sdb,https://www.avito.ma/fr/victor_hugo/appartements/Spacieux_appartement_%C3%A0_vendre_meubl%C3%A9_57711710.htm
Appartements à vendre lotissement Al Dha.,390 000,"Appartements dans Laâyoune, Toute la ville",86,2 chambres,1 sdb,https://www.avito.ma/fr/la%C3%A2youne/appartements/Appartements_%C3%A0_vendre_lotissement_Al_Dha__57697598.htm
SAKANE ALIMTIAZ,477 100,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/q9U?utm_source=avito_integration&utm_medium=listing_integration
"Appartement à vendre 181 m² avec terrasse, Racine",3 100 000,"Appartements dans Casablanca, Racine",181,3 chambres,3 sdbs,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_181_m%C2%B2_avec_terrasse__Racine_57800891.htm
Rez de jardin à vendre 107 m² vue sur piscine,1 900 000,"Appartements dans Marrakech, Route de Casablanca",107,2 chambres,2 sdbs,https://www.avito.ma/fr/route_de_casablanca/appartements/Rez_de_jardin_%C3%A0_vendre_107_m%C2%B2_vue_sur_piscine_57648716.htm
Appartement à vendre 150 m² à Agadir,1 900 000,"Appartements dans Agadir, Haut-Founty",150,4 chambres,2 sdbs,https://www.avito.ma/fr/haut_founty/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Agadir_57712745.htm
Appartement à vendre 90 m² à Oujda,290 000,"Appartements dans Oujda, Agdal",130,3 chambres,1 sdb,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Oujda_57359130.htm
AL IZDIHAR 2 EXTENSION,590 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/ZJO?utm_source=avito_integration&utm_medium=listing_integration
Appartement à vendre 58 m Mdiq 4 min à pied plage,490 000,"Appartements dans Mdiq, Toute la ville",58,2 chambres,1 sdb,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_58_m_Mdiq_4_min_%C3%A0_pied_plage_57822302.htm
Appartement à vendre,950 000,"Appartements dans Tanger, Centre",75,2 chambres,1 sdb,https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_57799376.htm
Appartement 98m² chouka à vendre Fouarat Casa,950 000,"Appartements dans Casablanca, Hay Mohammadi",147,3 chambres,1 sdb,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_98m%C2%B2_chouka_%C3%A0_vendre_Fouarat_Casa_56770374.htm
Appartement 138m² au 2ème étg au Maârif,1 800 000,"Appartements dans Casablanca, Maarif",138,3 chambres,3 sdbs,https://www.avito.ma/fr/maarif/appartements/Appartement_138m%C2%B2_au_2%C3%A8me_%C3%A9tg_au_Ma%C3%A2rif_55941961.htm
À vendre un joli appartement meublé avec piscine,1 250 000,"Appartements dans El Mansouria, Toute la ville",92,2 chambres,2 sdbs,https://www.avito.ma/fr/el_mansouria/appartements/%C3%80_vendre_un_joli_appartement_meubl%C3%A9_avec_piscine_56846634.htm
Appartement à vendre 110 m2 à Saïdia,750 000,"Appartements dans Saidia, Toute la ville",110,2 chambres,1 sdb,https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_110_m2_%C3%A0_Sa%C3%AFdia_57839494.htm
Aptmts neuf à hay riyad,3 400 000,"Appartements dans Rabat, Hay Riad",120,3 chambres,1 sdb,https://www.avito.ma/fr/hay_riad/appartements/Aptmts_neuf_%C3%A0_hay_riyad_57457147.htm
ODYSSIA MARINE,1 768 880,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/XyV?utm_source=avito_integration&utm_medium=listing_integration
Appartement à vendre 80m2 à Saïdia,590 000,"Appartements dans Saidia, Toute la ville",80,2 chambres,2 sdbs,https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_80m2_%C3%A0_Sa%C3%AFdia_57839472.htm
A vendre un appartement avec terrasse,3 750 000,"Appartements dans Casablanca, Racine",190,4 chambres,3 sdbs,https://www.avito.ma/fr/racine/appartements/A_vendre_un_appartement_avec_terrasse_57516868.htm
À vendre appartement 3 CH avec terrasse de 44m2,2 350 000,"Appartements dans Casablanca, Ferme Bretone",144,3 chambres,3 sdbs,https://www.avito.ma/fr/ferme_bretone/appartements/%C3%80_vendre_appartement_3_CH_avec_terrasse_de_44m2_57406538.htm
Layane Liliskane,680 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/kig?utm_source=avito_integration&utm_medium=listing_integration
🌿 Appartement d’exception à vendre à Achakar,2 800 000,"Appartements dans Tanger, Achakar",165,2 chambres,2 sdbs,https://www.avito.ma/fr/achakar/appartements/___Appartement_d_exception_%C3%A0_vendre_%C3%A0_Achakar__57717771.htm
Appartement à vendre à Tétouan Chebar,580 000,"Appartements dans Martil, Toute la ville",80,2 chambres,1 sdb,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_%C3%A0_T%C3%A9touan_Chebar_57839437.htm
Appartement à à Plage des Nations,2 500 000,"Appartements dans Sidi Bouknadel, Toute la ville",98,2 chambres,2 sdbs,https://www.avito.ma/fr/sidi_bouknadel/appartements/Appartement_%C3%A0_%C3%A0_Plage_des_Nations_57513939.htm
Amaïa,1 560 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/4La?utm_source=avito_integration&utm_medium=listing_integration
Joli Appartement 1er Etage Mhamid 7,410 000,"Appartements dans Marrakech, M'Hamid",57,2 chambres,1 sdb,https://www.avito.ma/fr/m_hamid/appartements/Joli_Appartement_1er_Etage_Mhamid_7_57133912.htm
"🌊 appartement vue mer en face, sans vis-à-vis",1 600 000,"Appartements dans Agadir, Anza",80,2 chambres,2 sdbs,https://www.avito.ma/fr/anza/appartements/___appartement_vue_mer_en_face__sans_vis_%C3%A0_vis_56936072.htm
Rez-de-jardin à vendre 128 m² 20 m² jardin,2 100 000,"Appartements dans Rabat, Souissi",148,3 chambres,2 sdbs,https://www.avito.ma/fr/souissi/appartements/Rez_de_jardin_%C3%A0_vendre_128_m%C2%B2_20_m%C2%B2_jardin_57302278.htm
Appartement à vendre 47 m Mdiq 4 min à pied plage,380 000,"Appartements dans Mdiq, Toute la ville",50,1 chambre,1 sdb,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_47_m_Mdiq_4_min_%C3%A0_pied_plage_57822212.htm
IMPERIAL ACACIAS,1 043 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/joz?utm_source=avito_integration&utm_medium=listing_integration
Appartement 57 m² – 6e étage – Triple Tower,1 500 000,"Appartements dans Tanger, Malabata",57,2 chambres,1 sdb,https://www.avito.ma/fr/malabata/appartements/Appartement_57_m%C2%B2___6e_%C3%A9tage___Triple_Tower_57779089.htm
Appartement ain mezouar base militaire,520 000,"Appartements dans Marrakech, Ain Mezouar",62,2 chambres,1 sdb,https://www.avito.ma/fr/ain_mezouar/appartements/Appartement_ain_mezouar_base_militaire_57839264.htm
Appartement à vendre 120 m² à Mosquée houda,1 170 000,"Appartements dans Temara, Hoda",120,3 chambres,2 sdbs,https://www.avito.ma/fr/hoda/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Mosqu%C3%A9e_houda_57839257.htm
Appartement Tanger Balia,620 000,"Appartements dans Tanger, Tanja Balia",78,2 chambres,1 sdb,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_Tanger_Balia_55043962.htm
RESIDENCE ALLEES DES PARCS,1 020 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/V49?utm_source=avito_integration&utm_medium=listing_integration
Magnifique Appartement à vendre 77 m² à Marrakech,1 078 000,"Appartements dans Marrakech, Hay Izdihar",77,2 chambres,2 sdbs,https://www.avito.ma/fr/hay_izdihar/appartements/Magnifique_Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Marrakech_57790009.htm
Appartement à vendre à Résidence tahra,570 000,"Appartements dans Mohammedia, El Alia",82,2 chambres,1 sdb,https://www.avito.ma/fr/el_alia/appartements/Appartement_%C3%A0_vendre_%C3%A0_R%C3%A9sidence_tahra_57814915.htm
🏢 À VENDRE – Appartement à Val Fleuri (Casa),1 650 000,"Appartements dans Casablanca, Val Fleuri",128,3 chambres,2 sdbs,https://www.avito.ma/fr/val_fleuri/appartements/___%C3%80_VENDRE___Appartement_%C3%A0_Val_Fleuri__Casa__57753874.htm
Appartement 87 m² en vente à Ayn Amir à Fès,560 000,"Appartements dans Fès, Ain Amiyer",87,2 chambres,1 sdb,https://www.avito.ma/fr/ain_amiyer/appartements/Appartement_87_m%C2%B2_en_vente_%C3%A0_Ayn_Amir_%C3%A0_F%C3%A8s_57642542.htm
Résidence Al Baraka,840 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/dnU?utm_source=avito_integration&utm_medium=listing_integration
Appartement de 3 chambres à vendre près de la station El Jadida Hrarryine,750 000,"Appartements dans Tanger, Aharrarine",80,3 chambres,2 sdbs,https://www.avito.ma/fr/aharrarine/appartements/Appartement_de_3_chambres_%C3%A0_vendre_pr%C3%A8s_de_la_station_El_Jadida_Hrarryine_57029815.htm
Joli appartement ensoleillé,1 100 000,"Appartements dans Marrakech, Guéliz",71,2 chambres,2 sdbs,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Joli_appartement_ensoleill%C3%A9__57523775.htm
Bel appartement de 90 m² lotissement alliance,620 000,"Appartements dans Kénitra, alliance",90,2 chambres,2 sdbs,https://www.avito.ma/fr/alliance/appartements/Bel_appartement_de_90_m%C2%B2_lotissement_alliance_57398679.htm
Appartement à vendre 90 m² à lotissement alliance,640 000,"Appartements dans Kénitra, alliance",90,2 chambres,1 sdb,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_lotissement_alliance_57399192.htm
Studios neufs à Roche noir Casablanca,640 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/Uzo?utm_source=avito_integration&utm_medium=listing_integration
Appartement Lux 69m,500 000,"Appartements dans Had Soualem, Toute la ville",69,2 chambres,2 sdbs,https://www.avito.ma/fr/had_soualem/appartements/Appartement_Lux_69m_47242927.htm
Appartement à vendre à Mdiq,860 000,"Appartements dans Mdiq, Toute la ville",155,2 chambres,2 sdbs,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_%C3%A0_Mdiq_54821467.htm
Appartement rénové neuf à la Gironde,940 000,"Appartements dans Casablanca, La Gironde",80,2 chambres,2 sdbs,https://www.avito.ma/fr/la_gironde/appartements/Appartement_r%C3%A9nov%C3%A9_neuf_%C3%A0_la_Gironde_57717329.htm
NEW CALI,1 410 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/Auc?utm_source=avito_integration&utm_medium=listing_integration
Appartement meublé à vendre sur la route Ain Chkef Riyad Yasmin,400 000,"Appartements dans Fès, Route Ain Chkaf",84,2 chambres,2 sdbs,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_sur_la_route_Ain_Chkef_Riyad_Yasmin_57050912.htm
Appartement à vendre 65 m² à Marrakech,700 000,"Appartements dans Marrakech, Hay Targa",65,3 chambres,2 sdbs,https://www.avito.ma/fr/hay_targa/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Marrakech_57585168.htm
Appartement à vendre 90 m² à Kénitra bir rami,560 000,"Appartements dans Kénitra, Bir Rami",90,3 chambres,1 sdb,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_bir_rami_57770603.htm
Appartement à vendre à Mghogha – Tanger,230 000,"Appartements dans Tanger, Mghogha",45,1 chambre,1 sdb,https://www.avito.ma/fr/mghogha/appartements/Appartement_%C3%A0_vendre_%C3%A0_Mghogha___Tanger_57745830.htm
Appartement à vendre 170 m² à Rabat,3 450 000,"Appartements dans Rabat, Hay Riad",170,3 chambres,2 sdbs,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_170_m%C2%B2_%C3%A0_Rabat_57833782.htm
Appartement à vendre 180 m² à Casablanca,2 700 000,"Appartements dans Casablanca, Maarif",200,4 chambres,3 sdbs,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_180_m%C2%B2_%C3%A0_Casablanca_57839155.htm
Élégant Studio à vendre 63 m² à Marrakech,1 134 000,"Appartements dans Marrakech, Guéliz",63,1 chambre,1 sdb,https://www.avito.ma/fr/gu%C3%A9liz/appartements/%C3%89l%C3%A9gant_Studio_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Marrakech_57765732.htm
Appartement à vendre 78 m² à Deroua,460 000,"Appartements dans Deroua, Toute la ville",78,2 chambres,1 sdb,https://www.avito.ma/fr/deroua/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Deroua_57721736.htm
Izdihar,470 000,Immobilier neuf dans Casablanca,,,,https://immoneuf.avito.ma/fr/unite/VMn?utm_source=avito_integration&utm_medium=listing_integration
Appartement 236m² à Gauthier Consulat d'Italie,3 200 000,"Appartements dans Casablanca, Gauthier",272,4 chambres,3 sdbs,https://www.avito.ma/fr/gauthier/appartements/Appartement_236m%C2%B2_%C3%A0_Gauthier_Consulat_d_Italie_56634956.htm
Bel appartement... orientation sud,2 150 000,"Appartements dans Casablanca, Les Princesses",165,3 chambres,2 sdbs,https://www.avito.ma/fr/les_princesses/appartements/Bel_appartement____orientation_sud_56943177.htm
